,train_ind,train_acc,train_f1,train_fpr,train_fnr,test_ind,test_acc,test_f1,test_fpr,test_fnr
0,0.12280096585029321,0.9839566395663957,0.9836065573770492,0.01695993216027136,0.015084294587400177,0.14720394736842105,0.9183312262958281,0.915731802765458,0.08170254403131115,0.08163265306122448
1,0.161090031045188,0.5168563685636857,0.025792349726775955,0.0016959932160271359,0.9869121561668146,0.17351973684210525,0.5246523388116309,0.06930693069306931,0.01908023483365949,0.9633699633699634
2,0.03828906519489479,0.5116531165311653,0.001330082021724673,0.0,0.9993345164152617,0.04276315789473684,0.5170670037926675,0.007276507276507278,0.0029354207436399216,0.9963369963369964
3,0.027250776129699898,0.5115447154471545,0.0008869179600886918,0.0,0.9995563442768411,0.03289473684210526,0.5163084702907712,0.0031266284523189165,0.002446183953033268,0.9984301412872841
4,0.02138668506381511,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.027138157894736843,0.5163084702907712,0.0031266284523189165,0.002446183953033268,0.9984301412872841
5,0.019661952397378408,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.022203947368421052,0.5165613147914033,0.0020876826722338207,0.0014677103718199608,0.998953427524856
6,0.018972059330803724,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.022203947368421052,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
7,0.018282166264229044,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.022203947368421052,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
8,0.017937219730941704,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.022203947368421052,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
9,0.017592273197654364,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
10,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
11,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
12,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
13,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
14,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
15,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
16,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
17,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
18,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
19,0.017247326664367024,0.5114363143631436,0.0004435573297848748,0.0,0.9997781721384206,0.02055921052631579,0.5168141592920354,0.0020887728459530026,0.0009784735812133072,0.998953427524856
